Governorate,Date,Weather_Code,Max_Temp,Min_Temp,Avg_Humidity,Source
Cairo,2022-12-24,51,20.4,11.2,70,Open-Meteo Historical Weather API
Cairo,2022-12-25,55,20.1,10.6,74,Open-Meteo Historical Weather API
Cairo,2022-12-26,51,21.2,12.3,70,Open-Meteo Historical Weather API
Cairo,2022-12-27,2,21.4,9.8,65,Open-Meteo Historical Weather API
Cairo,2022-12-28,0,20.1,9.6,69,Open-Meteo Historical Weather API
Cairo,2022-12-29,1,20.8,9.1,68,Open-Meteo Historical Weather API
Cairo,2022-12-30,51,21.2,8.4,73,Open-Meteo Historical Weather API
Cairo,2022-12-31,3,22.0,9.4,72,Open-Meteo Historical Weather API
Cairo,2023-01-01,3,22.4,9.5,67,Open-Meteo Historical Weather API
Cairo,2023-01-02,1,22.2,9.1,74,Open-Meteo Historical Weather API
Cairo,2023-01-03,51,21.1,9.0,78,Open-Meteo Historical Weather API
Cairo,2023-01-04,51,20.6,10.6,75,Open-Meteo Historical Weather API
Cairo,2023-01-05,3,20.2,8.1,69,Open-Meteo Historical Weather API
Cairo,2023-01-06,3,21.1,10.9,56,Open-Meteo Historical Weather API
Cairo,2023-01-07,3,21.0,9.9,64,Open-Meteo Historical Weather API
Cairo,2023-01-08,51,20.5,11.4,66,Open-Meteo Historical Weather API
Cairo,2023-01-09,51,19.5,10.3,75,Open-Meteo Historical Weather API
Cairo,2023-01-10,0,20.9,7.7,72,Open-Meteo Historical Weather API
Cairo,2023-01-11,3,20.0,9.4,62,Open-Meteo Historical Weather API
Cairo,2023-01-12,51,19.3,10.2,51,Open-Meteo Historical Weather API
Cairo,2023-01-13,3,19.5,9.4,51,Open-Meteo Historical Weather API
Cairo,2023-01-14,51,19.5,10.4,55,Open-Meteo Historical Weather API
Cairo,2023-01-15,3,19.8,9.4,62,Open-Meteo Historical Weather API
Cairo,2023-01-16,53,17.6,10.5,55,Open-Meteo Historical Weather API
Cairo,2023-01-17,1,19.8,6.0,65,Open-Meteo Historical Weather API
Cairo,2023-01-18,0,22.0,7.4,59,Open-Meteo Historical Weather API
Cairo,2023-01-19,0,23.0,9.8,62,Open-Meteo Historical Weather API
Cairo,2023-01-20,1,22.4,7.4,58,Open-Meteo Historical Weather API
Cairo,2023-01-21,3,21.2,8.1,66,Open-Meteo Historical Weather API
Cairo,2023-01-22,1,22.0,8.9,67,Open-Meteo Historical Weather API
Cairo,2023-01-23,3,23.2,8.4,71,Open-Meteo Historical Weather API
Cairo,2023-01-24,3,23.9,13.1,71,Open-Meteo Historical Weather API
Cairo,2023-01-25,3,22.5,11.1,70,Open-Meteo Historical Weather API
Cairo,2023-01-26,0,23.1,8.6,61,Open-Meteo Historical Weather API
Cairo,2023-01-27,3,26.4,10.4,32,Open-Meteo Historical Weather API
Cairo,2023-01-28,3,24.9,15.0,29,Open-Meteo Historical Weather API
Cairo,2023-01-29,3,23.0,12.7,50,Open-Meteo Historical Weather API
Cairo,2023-01-30,1,21.4,8.7,57,Open-Meteo Historical Weather API
Cairo,2023-01-31,1,18.6,10.8,45,Open-Meteo Historical Weather API
Cairo,2023-02-01,51,17.9,11.4,48,Open-Meteo Historical Weather API
Cairo,2023-02-02,3,17.4,7.7,58,Open-Meteo Historical Weather API
Cairo,2023-02-03,3,18.4,7.6,59,Open-Meteo Historical Weather API
Cairo,2023-02-04,3,19.5,9.4,43,Open-Meteo Historical Weather API
Cairo,2023-02-05,3,19.7,8.3,46,Open-Meteo Historical Weather API
Cairo,2023-02-06,3,16.1,10.9,47,Open-Meteo Historical Weather API
Cairo,2023-02-07,3,16.4,7.6,56,Open-Meteo Historical Weather API
Cairo,2023-02-08,3,16.3,5.6,63,Open-Meteo Historical Weather API
Cairo,2023-02-09,3,16.9,5.6,59,Open-Meteo Historical Weather API
Cairo,2023-02-10,0,18.9,4.6,59,Open-Meteo Historical Weather API
Cairo,2023-02-11,53,18.5,7.7,76,Open-Meteo Historical Weather API
Cairo,2023-02-12,3,18.1,5.7,67,Open-Meteo Historical Weather API
Cairo,2023-02-13,3,18.2,6.3,59,Open-Meteo Historical Weather API
Cairo,2023-02-14,51,17.5,5.7,69,Open-Meteo Historical Weather API
Cairo,2023-02-15,51,17.1,6.1,69,Open-Meteo Historical Weather API
Cairo,2023-02-16,3,18.3,6.9,63,Open-Meteo Historical Weather API
Cairo,2023-02-17,3,19.2,6.3,65,Open-Meteo Historical Weather API
Cairo,2023-02-18,0,20.2,7.2,59,Open-Meteo Historical Weather API
Cairo,2023-02-19,1,21.0,7.9,62,Open-Meteo Historical Weather API
Cairo,2023-02-20,2,20.9,8.5,64,Open-Meteo Historical Weather API
Cairo,2023-02-21,3,21.0,10.0,57,Open-Meteo Historical Weather API
Cairo,2023-02-22,3,20.5,8.6,68,Open-Meteo Historical Weather API
Cairo,2023-02-23,51,19.9,9.3,66,Open-Meteo Historical Weather API
Cairo,2023-02-24,3,21.6,9.1,64,Open-Meteo Historical Weather API
Cairo,2023-02-25,3,23.0,9.9,61,Open-Meteo Historical Weather API
Cairo,2023-02-26,0,23.5,9.6,57,Open-Meteo Historical Weather API
Cairo,2023-02-27,3,27.3,11.1,58,Open-Meteo Historical Weather API
Cairo,2023-02-28,0,31.1,12.1,50,Open-Meteo Historical Weather API
Cairo,2023-03-01,0,31.9,13.6,23,Open-Meteo Historical Weather API
Cairo,2023-03-02,0,34.5,14.9,16,Open-Meteo Historical Weather API
Cairo,2023-03-03,0,28.1,13.6,49,Open-Meteo Historical Weather API
Cairo,2023-03-04,0,30.6,13.5,41,Open-Meteo Historical Weather API
Cairo,2023-03-05,1,34.5,17.2,24,Open-Meteo Historical Weather API
Cairo,2023-03-06,3,23.6,13.4,57,Open-Meteo Historical Weather API
Cairo,2023-03-07,3,23.2,9.9,57,Open-Meteo Historical Weather API
Cairo,2023-03-08,1,24.0,10.4,54,Open-Meteo Historical Weather API
Cairo,2023-03-09,2,27.0,10.9,40,Open-Meteo Historical Weather API
Cairo,2023-03-10,0,28.8,12.8,26,Open-Meteo Historical Weather API
Cairo,2023-03-11,3,28.0,13.8,49,Open-Meteo Historical Weather API
Cairo,2023-03-12,1,30.1,14.1,43,Open-Meteo Historical Weather API
Cairo,2023-03-13,2,27.8,16.4,50,Open-Meteo Historical Weather API
Cairo,2023-03-14,51,21.9,13.6,61,Open-Meteo Historical Weather API
Cairo,2023-03-15,3,22.2,10.8,52,Open-Meteo Historical Weather API
Cairo,2023-03-16,0,26.4,10.4,36,Open-Meteo Historical Weather API
Cairo,2023-03-17,1,25.4,11.6,43,Open-Meteo Historical Weather API
Cairo,2023-03-18,51,21.8,10.8,56,Open-Meteo Historical Weather API
Cairo,2023-03-19,3,21.4,11.6,56,Open-Meteo Historical Weather API
Cairo,2023-03-20,3,20.6,12.2,57,Open-Meteo Historical Weather API
Cairo,2023-03-21,3,24.2,12.3,56,Open-Meteo Historical Weather API
Cairo,2023-03-22,3,27.2,11.7,48,Open-Meteo Historical Weather API
Cairo,2023-03-23,3,28.4,16.6,33,Open-Meteo Historical Weather API
Cairo,2023-03-24,51,33.5,16.8,37,Open-Meteo Historical Weather API
Cairo,2023-03-25,63,24.4,15.8,65,Open-Meteo Historical Weather API
Cairo,2023-03-26,3,23.3,13.1,64,Open-Meteo Historical Weather API
Cairo,2023-03-27,0,25.0,12.1,53,Open-Meteo Historical Weather API
Cairo,2023-03-28,0,30.5,11.7,41,Open-Meteo Historical Weather API
Cairo,2023-03-29,1,24.5,12.8,53,Open-Meteo Historical Weather API
Cairo,2023-03-30,3,21.4,12.6,42,Open-Meteo Historical Weather API
Cairo,2023-03-31,3,22.0,8.6,45,Open-Meteo Historical Weather API
Cairo,2023-04-01,0,24.2,11.1,49,Open-Meteo Historical Weather API
Cairo,2023-04-02,0,28.8,11.0,41,Open-Meteo Historical Weather API
Cairo,2023-04-03,0,31.5,12.4,31,Open-Meteo Historical Weather API
Cairo,2023-04-04,0,32.3,16.9,19,Open-Meteo Historical Weather API
Cairo,2023-04-05,0,27.5,14.7,38,Open-Meteo Historical Weather API
Cairo,2023-04-06,3,28.0,12.6,45,Open-Meteo Historical Weather API
Cairo,2023-04-07,2,35.5,17.3,23,Open-Meteo Historical Weather API
Cairo,2023-04-08,3,36.5,14.8,41,Open-Meteo Historical Weather API
Cairo,2023-04-09,3,35.4,16.8,43,Open-Meteo Historical Weather API
Cairo,2023-04-10,3,30.4,17.8,48,Open-Meteo Historical Weather API
Cairo,2023-04-11,51,24.1,13.6,52,Open-Meteo Historical Weather API
Cairo,2023-04-12,61,20.9,10.6,58,Open-Meteo Historical Weather API
Cairo,2023-04-13,0,25.3,12.8,45,Open-Meteo Historical Weather API
Cairo,2023-04-14,3,29.0,13.9,48,Open-Meteo Historical Weather API
Cairo,2023-04-15,3,30.4,15.1,46,Open-Meteo Historical Weather API
Cairo,2023-04-16,3,31.6,13.9,49,Open-Meteo Historical Weather API
Cairo,2023-04-17,0,35.8,14.4,29,Open-Meteo Historical Weather API
Cairo,2023-04-18,3,37.5,19.2,17,Open-Meteo Historical Weather API
Cairo,2023-04-19,3,35.3,19.6,34,Open-Meteo Historical Weather API
Cairo,2023-04-20,3,27.1,16.8,50,Open-Meteo Historical Weather API
Cairo,2023-04-21,3,27.0,14.1,50,Open-Meteo Historical Weather API
Cairo,2023-04-22,3,30.3,14.8,50,Open-Meteo Historical Weather API
Cairo,2023-04-23,3,30.0,16.4,49,Open-Meteo Historical Weather API
Cairo,2023-04-24,3,32.0,15.6,47,Open-Meteo Historical Weather API
Cairo,2023-04-25,0,31.5,15.6,41,Open-Meteo Historical Weather API
Cairo,2023-04-26,1,32.8,16.5,34,Open-Meteo Historical Weather API
Cairo,2023-04-27,3,33.8,17.9,32,Open-Meteo Historical Weather API
Cairo,2023-04-28,2,26.8,16.1,50,Open-Meteo Historical Weather API
Cairo,2023-04-29,1,25.0,13.6,47,Open-Meteo Historical Weather API
Cairo,2023-04-30,3,25.1,11.9,46,Open-Meteo Historical Weather API
Cairo,2023-05-01,0,28.4,13.1,43,Open-Meteo Historical Weather API
Cairo,2023-05-02,0,30.5,15.0,47,Open-Meteo Historical Weather API
Cairo,2023-05-03,0,31.8,15.8,42,Open-Meteo Historical Weather API
Cairo,2023-05-04,3,35.3,15.9,41,Open-Meteo Historical Weather API
Cairo,2023-05-05,0,30.5,21.1,28,Open-Meteo Historical Weather API
Cairo,2023-05-06,2,29.5,15.9,46,Open-Meteo Historical Weather API
Cairo,2023-05-07,3,28.1,15.2,53,Open-Meteo Historical Weather API
Cairo,2023-05-08,3,27.6,14.8,53,Open-Meteo Historical Weather API
Cairo,2023-05-09,3,29.4,15.2,52,Open-Meteo Historical Weather API
Cairo,2023-05-10,3,33.7,16.2,50,Open-Meteo Historical Weather API
Cairo,2023-05-11,3,38.3,17.2,43,Open-Meteo Historical Weather API
Cairo,2023-05-12,0,33.0,19.2,45,Open-Meteo Historical Weather API
Cairo,2023-05-13,3,30.5,15.8,50,Open-Meteo Historical Weather API
Cairo,2023-05-14,3,32.2,16.5,52,Open-Meteo Historical Weather API
Cairo,2023-05-15,3,33.7,16.9,51,Open-Meteo Historical Weather API
Cairo,2023-05-16,3,37.2,17.5,47,Open-Meteo Historical Weather API
Cairo,2023-05-17,0,37.0,19.2,42,Open-Meteo Historical Weather API
Cairo,2023-05-18,3,30.0,19.1,51,Open-Meteo Historical Weather API
Cairo,2023-05-19,1,29.2,15.5,49,Open-Meteo Historical Weather API
Cairo,2023-05-20,3,30.6,16.3,50,Open-Meteo Historical Weather API
Cairo,2023-05-21,3,39.3,19.6,30,Open-Meteo Historical Weather API
Cairo,2023-05-22,0,32.7,23.9,25,Open-Meteo Historical Weather API
Cairo,2023-05-23,2,35.5,19.4,32,Open-Meteo Historical Weather API
Cairo,2023-05-24,1,34.7,19.5,38,Open-Meteo Historical Weather API
Cairo,2023-05-25,3,35.7,18.9,42,Open-Meteo Historical Weather API
Cairo,2023-05-26,3,37.5,20.6,43,Open-Meteo Historical Weather API
Cairo,2023-05-27,3,36.8,25.0,22,Open-Meteo Historical Weather API
Cairo,2023-05-28,3,31.7,23.4,39,Open-Meteo Historical Weather API
Cairo,2023-05-29,3,31.6,18.5,43,Open-Meteo Historical Weather API
Cairo,2023-05-30,3,34.5,21.0,39,Open-Meteo Historical Weather API
Cairo,2023-05-31,3,38.4,22.2,29,Open-Meteo Historical Weather API
Cairo,2023-06-01,3,40.7,25.3,25,Open-Meteo Historical Weather API
Cairo,2023-06-02,3,42.5,28.2,20,Open-Meteo Historical Weather API
Cairo,2023-06-03,1,36.3,22.0,43,Open-Meteo Historical Weather API
Cairo,2023-06-04,3,35.7,20.8,45,Open-Meteo Historical Weather API
Cairo,2023-06-05,3,34.8,19.5,43,Open-Meteo Historical Weather API
Cairo,2023-06-06,3,35.1,19.0,43,Open-Meteo Historical Weather API
Cairo,2023-06-07,3,38.4,21.0,36,Open-Meteo Historical Weather API
Cairo,2023-06-08,51,40.7,24.5,31,Open-Meteo Historical Weather API
Cairo,2023-06-09,3,40.6,27.2,25,Open-Meteo Historical Weather API
Cairo,2023-06-10,0,36.1,21.6,45,Open-Meteo Historical Weather API
Cairo,2023-06-11,1,34.8,21.4,39,Open-Meteo Historical Weather API
Cairo,2023-06-12,3,35.8,21.4,32,Open-Meteo Historical Weather API
Cairo,2023-06-13,2,37.0,23.6,40,Open-Meteo Historical Weather API
Cairo,2023-06-14,1,35.2,20.8,49,Open-Meteo Historical Weather API
Cairo,2023-06-15,0,35.5,20.6,46,Open-Meteo Historical Weather API
Cairo,2023-06-16,0,40.5,21.1,33,Open-Meteo Historical Weather API
Cairo,2023-06-17,0,37.9,24.5,37,Open-Meteo Historical Weather API
Cairo,2023-06-18,0,34.4,20.2,46,Open-Meteo Historical Weather API
Cairo,2023-06-19,1,32.7,20.4,46,Open-Meteo Historical Weather API
Cairo,2023-06-20,3,34.7,20.4,51,Open-Meteo Historical Weather API
Cairo,2023-06-21,1,36.2,21.0,49,Open-Meteo Historical Weather API
Cairo,2023-06-22,1,36.2,20.8,49,Open-Meteo Historical Weather API
Cairo,2023-06-23,0,37.5,21.4,42,Open-Meteo Historical Weather API
Cairo,2023-06-24,0,38.0,22.1,39,Open-Meteo Historical Weather API
Cairo,2023-06-25,0,38.0,21.9,33,Open-Meteo Historical Weather API
Cairo,2023-06-26,0,37.0,20.6,40,Open-Meteo Historical Weather API
Cairo,2023-06-27,0,37.7,21.8,39,Open-Meteo Historical Weather API
Cairo,2023-06-28,0,37.0,22.7,43,Open-Meteo Historical Weather API
Cairo,2023-06-29,0,37.0,22.1,45,Open-Meteo Historical Weather API
Cairo,2023-06-30,1,37.0,21.0,46,Open-Meteo Historical Weather API
Cairo,2023-07-01,0,38.1,21.8,48,Open-Meteo Historical Weather API
Cairo,2023-07-02,0,37.5,21.0,40,Open-Meteo Historical Weather API
Cairo,2023-07-03,0,41.4,20.9,33,Open-Meteo Historical Weather API
Cairo,2023-07-04,0,40.8,25.2,35,Open-Meteo Historical Weather API
Cairo,2023-07-05,0,37.0,22.3,50,Open-Meteo Historical Weather API
Cairo,2023-07-06,0,37.0,22.5,49,Open-Meteo Historical Weather API
Cairo,2023-07-07,1,37.3,22.9,49,Open-Meteo Historical Weather API
Cairo,2023-07-08,0,39.6,22.9,49,Open-Meteo Historical Weather API
Cairo,2023-07-09,0,38.1,23.4,50,Open-Meteo Historical Weather API
Cairo,2023-07-10,1,38.0,22.5,49,Open-Meteo Historical Weather API
Cairo,2023-07-11,3,38.3,25.1,45,Open-Meteo Historical Weather API
Cairo,2023-07-12,0,38.7,23.5,40,Open-Meteo Historical Weather API
Cairo,2023-07-13,0,40.2,22.2,41,Open-Meteo Historical Weather API
Cairo,2023-07-14,3,41.1,22.5,34,Open-Meteo Historical Weather API
Cairo,2023-07-15,2,41.5,23.0,33,Open-Meteo Historical Weather API
Cairo,2023-07-16,0,43.3,22.9,30,Open-Meteo Historical Weather API
Cairo,2023-07-17,0,43.5,24.1,32,Open-Meteo Historical Weather API
Cairo,2023-07-18,0,41.1,24.5,36,Open-Meteo Historical Weather API
Cairo,2023-07-19,0,39.5,24.0,40,Open-Meteo Historical Weather API
Cairo,2023-07-20,0,40.2,24.0,36,Open-Meteo Historical Weather API
Cairo,2023-07-21,0,39.5,23.5,34,Open-Meteo Historical Weather API
Cairo,2023-07-22,0,42.1,23.6,38,Open-Meteo Historical Weather API
Cairo,2023-07-23,0,43.4,25.2,39,Open-Meteo Historical Weather API
Cairo,2023-07-24,0,43.0,24.9,37,Open-Meteo Historical Weather API
Cairo,2023-07-25,0,41.3,24.9,39,Open-Meteo Historical Weather API
Cairo,2023-07-26,0,42.7,25.0,42,Open-Meteo Historical Weather API
Cairo,2023-07-27,0,43.6,27.1,27,Open-Meteo Historical Weather API
Cairo,2023-07-28,0,42.5,25.0,33,Open-Meteo Historical Weather API
Cairo,2023-07-29,1,38.9,24.1,46,Open-Meteo Historical Weather API
Cairo,2023-07-30,0,37.8,22.4,46,Open-Meteo Historical Weather API
Cairo,2023-07-31,0,37.9,22.8,47,Open-Meteo Historical Weather API
Cairo,2023-08-01,0,39.0,23.0,41,Open-Meteo Historical Weather API
Cairo,2023-08-02,0,39.8,24.9,34,Open-Meteo Historical Weather API
Cairo,2023-08-03,0,39.5,22.6,41,Open-Meteo Historical Weather API
Cairo,2023-08-04,0,39.3,23.1,40,Open-Meteo Historical Weather API
Cairo,2023-08-05,0,40.9,22.4,31,Open-Meteo Historical Weather API
Cairo,2023-08-06,0,44.0,25.5,19,Open-Meteo Historical Weather API
Cairo,2023-08-07,0,42.5,26.9,30,Open-Meteo Historical Weather API
Cairo,2023-08-08,0,37.7,25.4,48,Open-Meteo Historical Weather API
Cairo,2023-08-09,0,36.5,22.5,48,Open-Meteo Historical Weather API
Cairo,2023-08-10,1,37.8,24.2,48,Open-Meteo Historical Weather API
Cairo,2023-08-11,2,36.8,23.8,54,Open-Meteo Historical Weather API
Cairo,2023-08-12,3,37.6,24.0,52,Open-Meteo Historical Weather API
Cairo,2023-08-13,3,37.8,25.1,54,Open-Meteo Historical Weather API
Cairo,2023-08-14,2,38.0,23.7,53,Open-Meteo Historical Weather API
Cairo,2023-08-15,3,38.0,24.9,52,Open-Meteo Historical Weather API
Cairo,2023-08-16,51,37.7,25.0,54,Open-Meteo Historical Weather API
Cairo,2023-08-17,1,37.4,23.2,54,Open-Meteo Historical Weather API
Cairo,2023-08-18,3,37.3,23.1,54,Open-Meteo Historical Weather API
Cairo,2023-08-19,1,37.7,22.5,50,Open-Meteo Historical Weather API
Cairo,2023-08-20,1,36.8,22.9,50,Open-Meteo Historical Weather API
Cairo,2023-08-21,3,37.0,23.6,49,Open-Meteo Historical Weather API
Cairo,2023-08-22,0,37.4,22.6,49,Open-Meteo Historical Weather API
Cairo,2023-08-23,0,38.2,22.5,46,Open-Meteo Historical Weather API
Cairo,2023-08-24,1,39.3,22.1,47,Open-Meteo Historical Weather API
Cairo,2023-08-25,2,39.8,21.8,49,Open-Meteo Historical Weather API
Cairo,2023-08-26,0,41.0,23.3,45,Open-Meteo Historical Weather API
Cairo,2023-08-27,0,39.9,23.6,41,Open-Meteo Historical Weather API
Cairo,2023-08-28,0,37.8,24.8,42,Open-Meteo Historical Weather API
Cairo,2023-08-29,3,37.5,24.5,48,Open-Meteo Historical Weather API
Cairo,2023-08-30,0,40.6,23.5,40,Open-Meteo Historical Weather API
Cairo,2023-08-31,0,40.6,24.6,43,Open-Meteo Historical Weather API
Cairo,2023-09-01,3,37.7,25.1,54,Open-Meteo Historical Weather API
Cairo,2023-09-02,0,38.0,22.6,49,Open-Meteo Historical Weather API
Cairo,2023-09-03,2,35.8,23.2,53,Open-Meteo Historical Weather API
Cairo,2023-09-04,0,35.0,22.0,48,Open-Meteo Historical Weather API
Cairo,2023-09-05,0,38.2,23.6,39,Open-Meteo Historical Weather API
Cairo,2023-09-06,0,40.4,23.0,25,Open-Meteo Historical Weather API
Cairo,2023-09-07,0,44.7,24.5,27,Open-Meteo Historical Weather API
Cairo,2023-09-08,0,41.2,26.5,29,Open-Meteo Historical Weather API
Cairo,2023-09-09,0,39.1,23.6,37,Open-Meteo Historical Weather API
Cairo,2023-09-10,1,39.7,24.2,37,Open-Meteo Historical Weather API
Cairo,2023-09-11,0,38.7,25.5,33,Open-Meteo Historical Weather API
Cairo,2023-09-12,3,32.2,25.2,48,Open-Meteo Historical Weather API
Cairo,2023-09-13,51,36.4,23.0,53,Open-Meteo Historical Weather API
Cairo,2023-09-14,0,35.7,20.4,50,Open-Meteo Historical Weather API
Cairo,2023-09-15,3,36.0,22.0,50,Open-Meteo Historical Weather API
Cairo,2023-09-16,3,35.5,22.9,45,Open-Meteo Historical Weather API
Cairo,2023-09-17,0,37.1,20.0,47,Open-Meteo Historical Weather API
Cairo,2023-09-18,3,36.7,24.2,53,Open-Meteo Historical Weather API
Cairo,2023-09-19,1,34.0,22.0,56,Open-Meteo Historical Weather API
Cairo,2023-09-20,3,34.5,23.3,54,Open-Meteo Historical Weather API
Cairo,2023-09-21,3,35.3,21.9,53,Open-Meteo Historical Weather API
Cairo,2023-09-22,1,35.6,21.5,53,Open-Meteo Historical Weather API
Cairo,2023-09-23,0,37.2,20.6,50,Open-Meteo Historical Weather API
Cairo,2023-09-24,0,36.8,19.1,45,Open-Meteo Historical Weather API
Cairo,2023-09-25,0,37.8,20.0,45,Open-Meteo Historical Weather API
Cairo,2023-09-26,1,38.0,20.6,46,Open-Meteo Historical Weather API
Cairo,2023-09-27,0,38.8,20.6,38,Open-Meteo Historical Weather API
Cairo,2023-09-28,0,39.7,22.4,42,Open-Meteo Historical Weather API
Cairo,2023-09-29,3,38.7,22.8,58,Open-Meteo Historical Weather API
Cairo,2023-09-30,3,36.6,22.1,54,Open-Meteo Historical Weather API
Cairo,2023-10-01,3,33.2,23.9,50,Open-Meteo Historical Weather API
Cairo,2023-10-02,51,28.7,21.8,53,Open-Meteo Historical Weather API
Cairo,2023-10-03,3,31.5,19.5,50,Open-Meteo Historical Weather API
Cairo,2023-10-04,3,32.9,22.5,54,Open-Meteo Historical Weather API
Cairo,2023-10-05,3,33.5,23.0,54,Open-Meteo Historical Weather API
Cairo,2023-10-06,3,33.8,21.0,54,Open-Meteo Historical Weather API
Cairo,2023-10-07,3,32.1,20.8,56,Open-Meteo Historical Weather API
Cairo,2023-10-08,51,32.6,20.5,49,Open-Meteo Historical Weather API
Cairo,2023-10-09,3,33.2,22.0,52,Open-Meteo Historical Weather API
Cairo,2023-10-10,0,31.5,19.5,51,Open-Meteo Historical Weather API
Cairo,2023-10-11,3,30.9,20.5,54,Open-Meteo Historical Weather API
Cairo,2023-10-12,2,31.1,19.0,54,Open-Meteo Historical Weather API
Cairo,2023-10-13,3,32.2,18.5,57,Open-Meteo Historical Weather API
Cairo,2023-10-14,1,31.0,17.8,54,Open-Meteo Historical Weather API
Cairo,2023-10-15,0,29.8,19.0,48,Open-Meteo Historical Weather API
Cairo,2023-10-16,3,30.3,16.9,56,Open-Meteo Historical Weather API
Cairo,2023-10-17,3,30.5,19.2,57,Open-Meteo Historical Weather API
Cairo,2023-10-18,3,31.0,18.9,57,Open-Meteo Historical Weather API
Cairo,2023-10-19,2,32.0,18.9,53,Open-Meteo Historical Weather API
Cairo,2023-10-20,0,32.3,19.4,43,Open-Meteo Historical Weather API
Cairo,2023-10-21,3,30.8,18.6,58,Open-Meteo Historical Weather API
Cairo,2023-10-22,0,31.5,17.4,59,Open-Meteo Historical Weather API
Cairo,2023-10-23,0,32.5,17.9,61,Open-Meteo Historical Weather API
Cairo,2023-10-24,3,33.6,20.3,61,Open-Meteo Historical Weather API
Cairo,2023-10-25,3,33.6,20.4,65,Open-Meteo Historical Weather API
Cairo,2023-10-26,3,35.8,20.9,62,Open-Meteo Historical Weather API
Cairo,2023-10-27,3,33.8,20.7,59,Open-Meteo Historical Weather API
Cairo,2023-10-28,3,33.8,20.4,63,Open-Meteo Historical Weather API
Cairo,2023-10-29,3,34.6,20.8,65,Open-Meteo Historical Weather API
Cairo,2023-10-30,3,33.8,22.1,65,Open-Meteo Historical Weather API
Cairo,2023-10-31,51,33.0,20.3,64,Open-Meteo Historical Weather API
Cairo,2023-11-01,3,32.9,20.5,64,Open-Meteo Historical Weather API
Cairo,2023-11-02,3,32.7,21.0,60,Open-Meteo Historical Weather API
Cairo,2023-11-03,3,33.3,19.2,57,Open-Meteo Historical Weather API
Cairo,2023-11-04,0,34.2,18.4,47,Open-Meteo Historical Weather API
Cairo,2023-11-05,3,33.0,18.9,60,Open-Meteo Historical Weather API
Cairo,2023-11-06,1,34.0,18.1,55,Open-Meteo Historical Weather API
Cairo,2023-11-07,0,32.5,16.5,55,Open-Meteo Historical Weather API
Cairo,2023-11-08,3,31.0,19.0,69,Open-Meteo Historical Weather API
Cairo,2023-11-09,3,30.8,19.1,68,Open-Meteo Historical Weather API
Cairo,2023-11-10,3,30.0,18.0,66,Open-Meteo Historical Weather API
Cairo,2023-11-11,51,30.0,18.6,64,Open-Meteo Historical Weather API
Cairo,2023-11-12,53,31.8,19.6,58,Open-Meteo Historical Weather API
Cairo,2023-11-13,51,31.4,18.4,68,Open-Meteo Historical Weather API
