Governorate,Date,Weather_Code,Max_Temp,Min_Temp,Avg_Humidity,Source
Ismailia,2025-01-26,3,22.1,9.9,72,Open-Meteo Historical Weather API
Ismailia,2025-01-27,3,21.0,10.4,77,Open-Meteo Historical Weather API
Ismailia,2025-01-28,3,20.8,11.4,67,Open-Meteo Historical Weather API
Ismailia,2025-01-29,3,22.1,10.6,59,Open-Meteo Historical Weather API
Ismailia,2025-01-30,0,23.6,10.5,73,Open-Meteo Historical Weather API
Ismailia,2025-01-31,2,21.5,10.6,65,Open-Meteo Historical Weather API
Ismailia,2025-02-01,3,20.4,10.8,69,Open-Meteo Historical Weather API
Ismailia,2025-02-02,3,20.8,9.8,69,Open-Meteo Historical Weather API
Ismailia,2025-02-03,3,22.3,11.4,70,Open-Meteo Historical Weather API
Ismailia,2025-02-04,3,21.5,10.1,77,Open-Meteo Historical Weather API
Ismailia,2025-02-05,3,21.2,11.1,64,Open-Meteo Historical Weather API
Ismailia,2025-02-06,3,16.0,12.4,46,Open-Meteo Historical Weather API
Ismailia,2025-02-07,3,16.9,9.1,49,Open-Meteo Historical Weather API
Ismailia,2025-02-08,3,17.6,8.9,50,Open-Meteo Historical Weather API
Ismailia,2025-02-09,3,17.5,9.2,57,Open-Meteo Historical Weather API
Ismailia,2025-02-10,3,18.7,9.2,60,Open-Meteo Historical Weather API
Ismailia,2025-02-11,3,19.5,7.9,57,Open-Meteo Historical Weather API
Ismailia,2025-02-12,2,19.1,8.6,58,Open-Meteo Historical Weather API
Ismailia,2025-02-13,3,19.3,9.2,52,Open-Meteo Historical Weather API
Ismailia,2025-02-14,3,18.7,6.7,59,Open-Meteo Historical Weather API
Ismailia,2025-02-15,0,21.4,7.7,66,Open-Meteo Historical Weather API
Ismailia,2025-02-16,0,21.8,9.9,65,Open-Meteo Historical Weather API
Ismailia,2025-02-17,3,22.9,9.1,60,Open-Meteo Historical Weather API
Ismailia,2025-02-18,3,23.9,10.1,46,Open-Meteo Historical Weather API
Ismailia,2025-02-19,51,21.9,12.1,70,Open-Meteo Historical Weather API
Ismailia,2025-02-20,3,21.0,11.9,64,Open-Meteo Historical Weather API
Ismailia,2025-02-21,3,17.4,10.8,50,Open-Meteo Historical Weather API
Ismailia,2025-02-22,3,17.4,8.0,53,Open-Meteo Historical Weather API
Ismailia,2025-02-23,3,15.7,8.4,58,Open-Meteo Historical Weather API
Ismailia,2025-02-24,3,14.3,7.5,63,Open-Meteo Historical Weather API
Ismailia,2025-02-25,3,15.4,5.8,60,Open-Meteo Historical Weather API
Ismailia,2025-02-26,3,18.5,6.2,60,Open-Meteo Historical Weather API
Ismailia,2025-02-27,3,19.4,7.8,64,Open-Meteo Historical Weather API
Ismailia,2025-02-28,3,21.5,8.4,61,Open-Meteo Historical Weather API
Ismailia,2025-03-01,3,21.1,9.9,57,Open-Meteo Historical Weather API
Ismailia,2025-03-02,3,21.4,9.1,69,Open-Meteo Historical Weather API
Ismailia,2025-03-03,3,22.2,10.4,69,Open-Meteo Historical Weather API
Ismailia,2025-03-04,3,21.1,11.4,64,Open-Meteo Historical Weather API
Ismailia,2025-03-05,3,22.6,11.1,60,Open-Meteo Historical Weather API
Ismailia,2025-03-06,2,22.8,10.8,67,Open-Meteo Historical Weather API
Ismailia,2025-03-07,51,22.5,11.8,70,Open-Meteo Historical Weather API
Ismailia,2025-03-08,3,25.0,12.0,64,Open-Meteo Historical Weather API
Ismailia,2025-03-09,3,24.4,11.8,66,Open-Meteo Historical Weather API
Ismailia,2025-03-10,1,24.4,12.3,64,Open-Meteo Historical Weather API
Ismailia,2025-03-11,0,24.5,11.7,66,Open-Meteo Historical Weather API
Ismailia,2025-03-12,3,26.8,12.3,72,Open-Meteo Historical Weather API
Ismailia,2025-03-13,3,31.8,13.6,47,Open-Meteo Historical Weather API
Ismailia,2025-03-14,3,32.1,14.6,43,Open-Meteo Historical Weather API
Ismailia,2025-03-15,3,30.2,14.3,66,Open-Meteo Historical Weather API
Ismailia,2025-03-16,3,33.0,14.8,64,Open-Meteo Historical Weather API
Ismailia,2025-03-17,3,34.9,15.8,41,Open-Meteo Historical Weather API
Ismailia,2025-03-18,2,30.1,17.1,53,Open-Meteo Historical Weather API
Ismailia,2025-03-19,3,26.9,13.6,57,Open-Meteo Historical Weather API
Ismailia,2025-03-20,3,20.0,13.9,44,Open-Meteo Historical Weather API
Ismailia,2025-03-21,51,18.4,10.2,47,Open-Meteo Historical Weather API
Ismailia,2025-03-22,3,18.9,10.1,51,Open-Meteo Historical Weather API
Ismailia,2025-03-23,3,21.5,8.6,56,Open-Meteo Historical Weather API
Ismailia,2025-03-24,0,23.5,10.4,62,Open-Meteo Historical Weather API
Ismailia,2025-03-25,0,27.5,12.7,64,Open-Meteo Historical Weather API
Ismailia,2025-03-26,3,30.1,13.4,61,Open-Meteo Historical Weather API
Ismailia,2025-03-27,3,35.5,15.4,33,Open-Meteo Historical Weather API
Ismailia,2025-03-28,3,36.2,18.8,31,Open-Meteo Historical Weather API
Ismailia,2025-03-29,3,25.9,14.6,59,Open-Meteo Historical Weather API
Ismailia,2025-03-30,3,27.9,12.6,48,Open-Meteo Historical Weather API
Ismailia,2025-03-31,3,30.8,16.5,26,Open-Meteo Historical Weather API
Ismailia,2025-04-01,3,29.5,18.8,31,Open-Meteo Historical Weather API
Ismailia,2025-04-02,2,28.8,15.1,41,Open-Meteo Historical Weather API
Ismailia,2025-04-03,1,29.0,14.6,44,Open-Meteo Historical Weather API
Ismailia,2025-04-04,1,26.8,13.5,63,Open-Meteo Historical Weather API
Ismailia,2025-04-05,2,27.7,12.9,52,Open-Meteo Historical Weather API
Ismailia,2025-04-06,3,33.8,15.2,43,Open-Meteo Historical Weather API
Ismailia,2025-04-07,3,28.2,14.6,61,Open-Meteo Historical Weather API
Ismailia,2025-04-08,3,38.7,18.3,34,Open-Meteo Historical Weather API
Ismailia,2025-04-09,51,26.0,16.6,61,Open-Meteo Historical Weather API
Ismailia,2025-04-10,3,24.0,13.4,51,Open-Meteo Historical Weather API
Ismailia,2025-04-11,3,22.4,11.8,44,Open-Meteo Historical Weather API
Ismailia,2025-04-12,2,23.8,12.1,52,Open-Meteo Historical Weather API
Ismailia,2025-04-13,51,22.8,12.0,57,Open-Meteo Historical Weather API
Ismailia,2025-04-14,1,23.9,12.6,52,Open-Meteo Historical Weather API
Ismailia,2025-04-15,3,25.6,12.4,55,Open-Meteo Historical Weather API
Ismailia,2025-04-16,3,25.0,12.3,56,Open-Meteo Historical Weather API
Ismailia,2025-04-17,3,28.4,13.8,61,Open-Meteo Historical Weather API
Ismailia,2025-04-18,3,28.9,14.8,58,Open-Meteo Historical Weather API
Ismailia,2025-04-19,2,31.1,13.9,53,Open-Meteo Historical Weather API
Ismailia,2025-04-20,0,32.2,13.8,57,Open-Meteo Historical Weather API
Ismailia,2025-04-21,3,33.3,15.2,55,Open-Meteo Historical Weather API
Ismailia,2025-04-22,3,41.9,25.0,21,Open-Meteo Historical Weather API
Ismailia,2025-04-23,3,35.8,23.0,29,Open-Meteo Historical Weather API
Ismailia,2025-04-24,3,29.9,18.4,58,Open-Meteo Historical Weather API
Ismailia,2025-04-25,1,28.8,15.6,59,Open-Meteo Historical Weather API
Ismailia,2025-04-26,3,28.5,15.8,61,Open-Meteo Historical Weather API
Ismailia,2025-04-27,3,27.6,15.4,62,Open-Meteo Historical Weather API
Ismailia,2025-04-28,2,29.0,15.1,64,Open-Meteo Historical Weather API
Ismailia,2025-04-29,51,28.9,15.4,59,Open-Meteo Historical Weather API
Ismailia,2025-04-30,2,37.2,18.5,40,Open-Meteo Historical Weather API
Ismailia,2025-05-01,3,29.0,15.9,53,Open-Meteo Historical Weather API
Ismailia,2025-05-02,3,28.2,16.0,50,Open-Meteo Historical Weather API
Ismailia,2025-05-03,51,26.9,16.1,62,Open-Meteo Historical Weather API
Ismailia,2025-05-04,61,25.4,15.7,64,Open-Meteo Historical Weather API
Ismailia,2025-05-05,2,29.3,15.3,59,Open-Meteo Historical Weather API
Ismailia,2025-05-06,3,31.1,15.8,49,Open-Meteo Historical Weather API
Ismailia,2025-05-07,2,31.5,16.4,55,Open-Meteo Historical Weather API
Ismailia,2025-05-08,0,31.8,16.4,56,Open-Meteo Historical Weather API
Ismailia,2025-05-09,3,35.8,17.1,55,Open-Meteo Historical Weather API
Ismailia,2025-05-10,3,36.5,18.5,46,Open-Meteo Historical Weather API
Ismailia,2025-05-11,3,39.7,19.0,32,Open-Meteo Historical Weather API
Ismailia,2025-05-12,3,33.2,21.0,40,Open-Meteo Historical Weather API
Ismailia,2025-05-13,3,36.6,19.8,40,Open-Meteo Historical Weather API
Ismailia,2025-05-14,1,31.8,18.8,50,Open-Meteo Historical Weather API
Ismailia,2025-05-15,3,30.5,18.0,51,Open-Meteo Historical Weather API
Ismailia,2025-05-16,3,35.8,17.8,41,Open-Meteo Historical Weather API
Ismailia,2025-05-17,3,44.6,21.2,35,Open-Meteo Historical Weather API
Ismailia,2025-05-18,3,33.2,20.1,59,Open-Meteo Historical Weather API
Ismailia,2025-05-19,2,30.3,17.9,59,Open-Meteo Historical Weather API
Ismailia,2025-05-20,2,29.4,15.6,54,Open-Meteo Historical Weather API
Ismailia,2025-05-21,1,31.4,16.4,56,Open-Meteo Historical Weather API
Ismailia,2025-05-22,3,32.3,17.2,55,Open-Meteo Historical Weather API
Ismailia,2025-05-23,0,36.3,17.6,41,Open-Meteo Historical Weather API
Ismailia,2025-05-24,0,37.8,19.2,35,Open-Meteo Historical Weather API
Ismailia,2025-05-25,2,39.1,20.1,42,Open-Meteo Historical Weather API
Ismailia,2025-05-26,3,43.0,20.6,42,Open-Meteo Historical Weather API
Ismailia,2025-05-27,3,32.7,20.2,49,Open-Meteo Historical Weather API
Ismailia,2025-05-28,0,32.7,17.8,47,Open-Meteo Historical Weather API
Ismailia,2025-05-29,3,33.2,18.2,41,Open-Meteo Historical Weather API
Ismailia,2025-05-30,0,33.5,18.1,55,Open-Meteo Historical Weather API
Ismailia,2025-05-31,0,35.0,19.9,50,Open-Meteo Historical Weather API
Ismailia,2025-06-01,2,31.8,19.0,60,Open-Meteo Historical Weather API
Ismailia,2025-06-02,3,31.2,18.2,60,Open-Meteo Historical Weather API
Ismailia,2025-06-03,1,31.6,17.7,57,Open-Meteo Historical Weather API
Ismailia,2025-06-04,0,33.8,18.2,55,Open-Meteo Historical Weather API
Ismailia,2025-06-05,0,34.3,18.7,52,Open-Meteo Historical Weather API
Ismailia,2025-06-06,0,36.2,19.0,54,Open-Meteo Historical Weather API
Ismailia,2025-06-07,0,37.0,19.2,55,Open-Meteo Historical Weather API
Ismailia,2025-06-08,0,37.3,20.1,57,Open-Meteo Historical Weather API
Ismailia,2025-06-09,0,37.5,20.5,55,Open-Meteo Historical Weather API
Ismailia,2025-06-10,0,38.4,20.6,57,Open-Meteo Historical Weather API
Ismailia,2025-06-11,0,38.6,20.9,54,Open-Meteo Historical Weather API
Ismailia,2025-06-12,0,38.8,21.0,55,Open-Meteo Historical Weather API
Ismailia,2025-06-13,3,38.7,20.8,54,Open-Meteo Historical Weather API
Ismailia,2025-06-14,0,38.0,21.0,51,Open-Meteo Historical Weather API
Ismailia,2025-06-15,0,36.8,20.2,47,Open-Meteo Historical Weather API
Ismailia,2025-06-16,0,35.8,20.5,54,Open-Meteo Historical Weather API
Ismailia,2025-06-17,2,34.7,20.8,60,Open-Meteo Historical Weather API
Ismailia,2025-06-18,1,35.8,21.2,57,Open-Meteo Historical Weather API
Ismailia,2025-06-19,0,36.5,20.6,53,Open-Meteo Historical Weather API
Ismailia,2025-06-20,0,37.2,20.4,51,Open-Meteo Historical Weather API
Ismailia,2025-06-21,0,38.8,21.5,47,Open-Meteo Historical Weather API
Ismailia,2025-06-22,0,38.0,22.7,45,Open-Meteo Historical Weather API
Ismailia,2025-06-23,0,36.5,21.7,50,Open-Meteo Historical Weather API
Ismailia,2025-06-24,0,36.3,20.5,56,Open-Meteo Historical Weather API
Ismailia,2025-06-25,0,37.2,20.9,50,Open-Meteo Historical Weather API
Ismailia,2025-06-26,0,36.2,20.8,50,Open-Meteo Historical Weather API
Ismailia,2025-06-27,0,37.6,21.0,50,Open-Meteo Historical Weather API
Ismailia,2025-06-28,0,39.7,20.8,51,Open-Meteo Historical Weather API
Ismailia,2025-06-29,1,40.3,22.0,54,Open-Meteo Historical Weather API
Ismailia,2025-06-30,0,39.3,22.8,51,Open-Meteo Historical Weather API
Ismailia,2025-07-01,1,39.3,24.4,52,Open-Meteo Historical Weather API
Ismailia,2025-07-02,1,37.6,23.2,57,Open-Meteo Historical Weather API
Ismailia,2025-07-03,1,38.0,22.5,54,Open-Meteo Historical Weather API
Ismailia,2025-07-04,0,38.8,23.3,58,Open-Meteo Historical Weather API
Ismailia,2025-07-05,0,36.8,21.5,58,Open-Meteo Historical Weather API
Ismailia,2025-07-06,1,36.6,21.6,58,Open-Meteo Historical Weather API
Ismailia,2025-07-07,0,38.8,21.4,54,Open-Meteo Historical Weather API
Ismailia,2025-07-08,0,39.3,22.0,49,Open-Meteo Historical Weather API
Ismailia,2025-07-09,0,38.3,21.9,53,Open-Meteo Historical Weather API
Ismailia,2025-07-10,0,39.8,23.1,51,Open-Meteo Historical Weather API
Ismailia,2025-07-11,3,39.1,24.0,62,Open-Meteo Historical Weather API
Ismailia,2025-07-12,1,38.3,23.6,63,Open-Meteo Historical Weather API
Ismailia,2025-07-13,1,37.0,22.5,61,Open-Meteo Historical Weather API
Ismailia,2025-07-14,2,38.2,22.5,58,Open-Meteo Historical Weather API
Ismailia,2025-07-15,0,38.5,23.0,51,Open-Meteo Historical Weather API
Ismailia,2025-07-16,0,40.0,23.1,41,Open-Meteo Historical Weather API
Ismailia,2025-07-17,0,41.9,24.2,38,Open-Meteo Historical Weather API
Ismailia,2025-07-18,0,40.5,23.5,58,Open-Meteo Historical Weather API
Ismailia,2025-07-19,1,38.5,23.1,56,Open-Meteo Historical Weather API
Ismailia,2025-07-20,0,38.7,23.4,56,Open-Meteo Historical Weather API
Ismailia,2025-07-21,0,39.0,24.5,53,Open-Meteo Historical Weather API
Ismailia,2025-07-22,0,39.0,23.1,54,Open-Meteo Historical Weather API
Ismailia,2025-07-23,0,40.6,23.6,51,Open-Meteo Historical Weather API
Ismailia,2025-07-24,0,41.1,24.4,45,Open-Meteo Historical Weather API
Ismailia,2025-07-25,0,42.1,23.5,43,Open-Meteo Historical Weather API
Ismailia,2025-07-26,0,42.8,25.2,48,Open-Meteo Historical Weather API
Ismailia,2025-07-27,0,42.7,25.5,41,Open-Meteo Historical Weather API
Ismailia,2025-07-28,0,40.8,24.2,51,Open-Meteo Historical Weather API
Ismailia,2025-07-29,1,40.3,25.1,61,Open-Meteo Historical Weather API
Ismailia,2025-07-30,0,38.5,23.4,59,Open-Meteo Historical Weather API
Ismailia,2025-07-31,1,37.0,24.5,56,Open-Meteo Historical Weather API
Ismailia,2025-08-01,3,36.8,25.0,51,Open-Meteo Historical Weather API
Ismailia,2025-08-02,3,36.4,24.6,57,Open-Meteo Historical Weather API
Ismailia,2025-08-03,0,35.8,23.9,59,Open-Meteo Historical Weather API
Ismailia,2025-08-04,2,36.5,23.6,60,Open-Meteo Historical Weather API
Ismailia,2025-08-05,0,35.8,23.5,60,Open-Meteo Historical Weather API
Ismailia,2025-08-06,2,37.5,23.1,60,Open-Meteo Historical Weather API
Ismailia,2025-08-07,3,36.9,23.8,61,Open-Meteo Historical Weather API
Ismailia,2025-08-08,1,36.4,22.9,63,Open-Meteo Historical Weather API
Ismailia,2025-08-09,0,39.0,22.9,59,Open-Meteo Historical Weather API
Ismailia,2025-08-10,0,40.5,24.1,55,Open-Meteo Historical Weather API
Ismailia,2025-08-11,0,40.2,25.1,48,Open-Meteo Historical Weather API
Ismailia,2025-08-12,1,39.1,25.5,57,Open-Meteo Historical Weather API
Ismailia,2025-08-13,0,40.7,25.5,58,Open-Meteo Historical Weather API
Ismailia,2025-08-14,3,41.5,25.1,59,Open-Meteo Historical Weather API
Ismailia,2025-08-15,0,39.5,25.0,52,Open-Meteo Historical Weather API
Ismailia,2025-08-16,3,36.8,24.6,64,Open-Meteo Historical Weather API
Ismailia,2025-08-17,1,36.2,23.9,59,Open-Meteo Historical Weather API
Ismailia,2025-08-18,3,37.7,22.8,56,Open-Meteo Historical Weather API
Ismailia,2025-08-19,0,38.0,23.2,52,Open-Meteo Historical Weather API
Ismailia,2025-08-20,0,37.8,24.6,54,Open-Meteo Historical Weather API
Ismailia,2025-08-21,1,37.5,23.9,60,Open-Meteo Historical Weather API
Ismailia,2025-08-22,1,37.7,23.1,63,Open-Meteo Historical Weather API
Ismailia,2025-08-23,0,39.8,23.8,57,Open-Meteo Historical Weather API
Ismailia,2025-08-24,0,39.7,23.8,51,Open-Meteo Historical Weather API
Ismailia,2025-08-25,0,38.0,23.5,52,Open-Meteo Historical Weather API
Ismailia,2025-08-26,1,37.5,23.5,53,Open-Meteo Historical Weather API
Ismailia,2025-08-27,0,36.5,23.2,52,Open-Meteo Historical Weather API
Ismailia,2025-08-28,0,35.2,22.1,54,Open-Meteo Historical Weather API
Ismailia,2025-08-29,1,36.8,23.5,54,Open-Meteo Historical Weather API
Ismailia,2025-08-30,0,37.0,24.2,56,Open-Meteo Historical Weather API
Ismailia,2025-08-31,1,37.8,22.2,55,Open-Meteo Historical Weather API
Ismailia,2025-09-01,0,38.1,22.2,55,Open-Meteo Historical Weather API
Ismailia,2025-09-02,3,37.8,24.5,56,Open-Meteo Historical Weather API
Ismailia,2025-09-03,0,36.7,22.8,59,Open-Meteo Historical Weather API
Ismailia,2025-09-04,0,36.7,23.2,60,Open-Meteo Historical Weather API
Ismailia,2025-09-05,3,36.3,23.7,67,Open-Meteo Historical Weather API
Ismailia,2025-09-06,2,35.5,22.6,68,Open-Meteo Historical Weather API
Ismailia,2025-09-07,1,35.1,22.5,59,Open-Meteo Historical Weather API
Ismailia,2025-09-08,0,34.0,22.8,54,Open-Meteo Historical Weather API
Ismailia,2025-09-09,2,34.4,21.9,55,Open-Meteo Historical Weather API
Ismailia,2025-09-10,2,33.2,21.8,55,Open-Meteo Historical Weather API
Ismailia,2025-09-11,3,34.8,21.9,64,Open-Meteo Historical Weather API
Ismailia,2025-09-12,3,35.4,20.9,66,Open-Meteo Historical Weather API
Ismailia,2025-09-13,3,36.8,22.1,64,Open-Meteo Historical Weather API
Ismailia,2025-09-14,0,37.5,21.7,64,Open-Meteo Historical Weather API
Ismailia,2025-09-15,3,35.2,22.3,67,Open-Meteo Historical Weather API
Ismailia,2025-09-16,2,34.3,21.8,59,Open-Meteo Historical Weather API
Ismailia,2025-09-17,0,33.6,21.9,61,Open-Meteo Historical Weather API
Ismailia,2025-09-18,3,35.2,21.3,65,Open-Meteo Historical Weather API
Ismailia,2025-09-19,1,34.5,21.5,66,Open-Meteo Historical Weather API
Ismailia,2025-09-20,1,32.6,22.1,57,Open-Meteo Historical Weather API
Ismailia,2025-09-21,0,32.8,21.8,52,Open-Meteo Historical Weather API
Ismailia,2025-09-22,0,33.5,20.7,56,Open-Meteo Historical Weather API
Ismailia,2025-09-23,1,33.5,20.8,63,Open-Meteo Historical Weather API
Ismailia,2025-09-24,2,33.2,21.3,57,Open-Meteo Historical Weather API
Ismailia,2025-09-25,1,31.9,19.6,56,Open-Meteo Historical Weather API
Ismailia,2025-09-26,0,33.2,20.2,55,Open-Meteo Historical Weather API
Ismailia,2025-09-27,1,33.8,20.6,67,Open-Meteo Historical Weather API
Ismailia,2025-09-28,3,33.3,20.9,70,Open-Meteo Historical Weather API
Ismailia,2025-09-29,0,34.2,20.1,66,Open-Meteo Historical Weather API
Ismailia,2025-09-30,2,35.5,20.3,68,Open-Meteo Historical Weather API
Ismailia,2025-10-01,0,32.8,19.5,60,Open-Meteo Historical Weather API
Ismailia,2025-10-02,0,34.0,19.9,58,Open-Meteo Historical Weather API
Ismailia,2025-10-03,0,35.2,21.9,49,Open-Meteo Historical Weather API
Ismailia,2025-10-04,0,33.2,21.0,61,Open-Meteo Historical Weather API
Ismailia,2025-10-05,3,31.4,21.5,64,Open-Meteo Historical Weather API
Ismailia,2025-10-06,3,31.5,19.0,51,Open-Meteo Historical Weather API
Ismailia,2025-10-07,1,30.9,19.0,48,Open-Meteo Historical Weather API
Ismailia,2025-10-08,3,33.8,19.3,47,Open-Meteo Historical Weather API
Ismailia,2025-10-09,1,30.3,20.1,53,Open-Meteo Historical Weather API
Ismailia,2025-10-10,51,28.3,18.4,60,Open-Meteo Historical Weather API
Ismailia,2025-10-11,2,30.5,17.9,58,Open-Meteo Historical Weather API
Ismailia,2025-10-12,3,30.2,18.5,56,Open-Meteo Historical Weather API
Ismailia,2025-10-13,3,28.8,17.3,56,Open-Meteo Historical Weather API
Ismailia,2025-10-14,3,29.4,17.3,66,Open-Meteo Historical Weather API
Ismailia,2025-10-15,3,28.5,18.5,62,Open-Meteo Historical Weather API
Ismailia,2025-10-16,0,28.5,16.9,59,Open-Meteo Historical Weather API
Ismailia,2025-10-17,0,29.3,17.8,62,Open-Meteo Historical Weather API
Ismailia,2025-10-18,0,28.9,17.5,66,Open-Meteo Historical Weather API
Ismailia,2025-10-19,1,29.4,16.5,72,Open-Meteo Historical Weather API
Ismailia,2025-10-20,0,31.0,17.4,71,Open-Meteo Historical Weather API
Ismailia,2025-10-21,2,31.4,17.0,74,Open-Meteo Historical Weather API
Ismailia,2025-10-22,0,32.6,18.7,70,Open-Meteo Historical Weather API
Ismailia,2025-10-23,3,32.5,19.9,76,Open-Meteo Historical Weather API
Ismailia,2025-10-24,3,31.6,20.1,73,Open-Meteo Historical Weather API
Ismailia,2025-10-25,3,32.3,17.6,65,Open-Meteo Historical Weather API
Ismailia,2025-10-26,2,29.9,19.0,72,Open-Meteo Historical Weather API
Ismailia,2025-10-27,3,28.8,19.1,73,Open-Meteo Historical Weather API
Ismailia,2025-10-28,0,29.5,18.0,71,Open-Meteo Historical Weather API
Ismailia,2025-10-29,3,29.1,17.0,76,Open-Meteo Historical Weather API
Ismailia,2025-10-30,3,29.2,18.6,71,Open-Meteo Historical Weather API
Ismailia,2025-10-31,1,30.0,20.3,73,Open-Meteo Historical Weather API
Ismailia,2025-11-01,3,30.5,20.4,78,Open-Meteo Historical Weather API
Ismailia,2025-11-02,3,30.2,18.5,77,Open-Meteo Historical Weather API
Ismailia,2025-11-03,3,29.3,20.1,72,Open-Meteo Historical Weather API
Ismailia,2025-11-04,51,33.3,21.0,51,Open-Meteo Historical Weather API
Ismailia,2025-11-05,3,32.2,17.8,67,Open-Meteo Historical Weather API
Ismailia,2025-11-06,3,29.3,20.5,69,Open-Meteo Historical Weather API
Ismailia,2025-11-07,1,29.0,18.4,63,Open-Meteo Historical Weather API
Ismailia,2025-11-08,3,28.2,17.4,67,Open-Meteo Historical Weather API
Ismailia,2025-11-09,1,28.8,19.1,73,Open-Meteo Historical Weather API
Ismailia,2025-11-10,3,29.3,18.0,80,Open-Meteo Historical Weather API
Ismailia,2025-11-11,3,28.5,18.5,67,Open-Meteo Historical Weather API
Ismailia,2025-11-12,3,26.4,15.2,66,Open-Meteo Historical Weather API
Ismailia,2025-11-13,2,25.4,15.9,66,Open-Meteo Historical Weather API
Ismailia,2025-11-14,53,25.4,15.9,64,Open-Meteo Historical Weather API
Ismailia,2025-11-15,3,26.6,16.8,51,Open-Meteo Historical Weather API
Ismailia,2025-11-16,1,25.4,15.7,55,Open-Meteo Historical Weather API
Ismailia,2025-11-17,3,25.3,14.6,60,Open-Meteo Historical Weather API
Ismailia,2025-11-18,0,27.2,13.6,68,Open-Meteo Historical Weather API
Ismailia,2025-11-19,3,28.0,14.1,72,Open-Meteo Historical Weather API
Ismailia,2025-11-20,0,30.4,14.2,65,Open-Meteo Historical Weather API
Ismailia,2025-11-21,0,31.4,14.8,57,Open-Meteo Historical Weather API
Ismailia,2025-11-22,0,32.8,18.0,40,Open-Meteo Historical Weather API
Ismailia,2025-11-23,3,32.5,15.4,38,Open-Meteo Historical Weather API
Ismailia,2025-11-24,55,27.0,15.5,63,Open-Meteo Historical Weather API
Ismailia,2025-11-25,3,24.2,16.0,61,Open-Meteo Historical Weather API
Ismailia,2025-11-26,0,23.5,12.8,65,Open-Meteo Historical Weather API
Ismailia,2025-11-27,3,25.0,13.4,70,Open-Meteo Historical Weather API
Ismailia,2025-11-28,3,25.4,12.6,68,Open-Meteo Historical Weather API
Ismailia,2025-11-29,3,25.1,12.9,70,Open-Meteo Historical Weather API
Ismailia,2025-11-30,3,23.1,15.4,47,Open-Meteo Historical Weather API
Ismailia,2025-12-01,3,23.6,12.4,67,Open-Meteo Historical Weather API
Ismailia,2025-12-02,1,23.5,12.4,71,Open-Meteo Historical Weather API
Ismailia,2025-12-03,53,23.9,13.1,70,Open-Meteo Historical Weather API
Ismailia,2025-12-04,55,25.4,13.1,65,Open-Meteo Historical Weather API
Ismailia,2025-12-05,3,29.2,15.4,47,Open-Meteo Historical Weather API
Ismailia,2025-12-06,51,23.4,13.2,53,Open-Meteo Historical Weather API
Ismailia,2025-12-07,0,20.4,11.7,40,Open-Meteo Historical Weather API
Ismailia,2025-12-08,3,21.4,12.1,51,Open-Meteo Historical Weather API
Ismailia,2025-12-09,51,21.1,12.6,58,Open-Meteo Historical Weather API
Ismailia,2025-12-10,51,21.5,12.7,69,Open-Meteo Historical Weather API
Ismailia,2025-12-11,3,22.4,12.1,61,Open-Meteo Historical Weather API
Ismailia,2025-12-12,3,21.9,13.7,58,Open-Meteo Historical Weather API
Ismailia,2025-12-13,3,22.3,12.1,63,Open-Meteo Historical Weather API
Ismailia,2025-12-14,51,21.8,12.5,73,Open-Meteo Historical Weather API
Ismailia,2025-12-15,51,21.5,12.1,73,Open-Meteo Historical Weather API
Ismailia,2025-12-16,3,21.6,12.6,58,Open-Meteo Historical Weather API
Ismailia,2025-12-17,51,19.4,13.1,55,Open-Meteo Historical Weather API
Ismailia,2025-12-18,1,20.1,8.4,61,Open-Meteo Historical Weather API
Ismailia,2025-12-19,3,21.5,9.1,66,Open-Meteo Historical Weather API
Ismailia,2025-12-20,3,21.7,9.4,69,Open-Meteo Historical Weather API
Ismailia,2025-12-21,3,24.2,10.8,55,Open-Meteo Historical Weather API
Ismailia,2025-12-22,3,24.3,10.3,52,Open-Meteo Historical Weather API
Ismailia,2025-12-23,3,21.7,10.6,46,Open-Meteo Historical Weather API
Ismailia,2025-12-24,3,21.6,9.8,60,Open-Meteo Historical Weather API
Ismailia,2025-12-25,3,23.1,10.1,77,Open-Meteo Historical Weather API
Ismailia,2025-12-26,3,22.1,11.5,71,Open-Meteo Historical Weather API
Ismailia,2025-12-27,2,21.5,11.2,67,Open-Meteo Historical Weather API
Ismailia,2025-12-28,2,20.2,12.6,57,Open-Meteo Historical Weather API
Ismailia,2025-12-29,51,21.0,11.2,60,Open-Meteo Historical Weather API
Ismailia,2025-12-30,3,20.0,11.0,62,Open-Meteo Historical Weather API
Ismailia,2025-12-31,3,21.4,11.8,48,Open-Meteo Historical Weather API
Menofia,2022-01-01,51,17.5,8.2,83,Open-Meteo Historical Weather API
Menofia,2022-01-02,51,19.5,9.1,83,Open-Meteo Historical Weather API
Menofia,2022-01-03,2,20.8,10.4,76,Open-Meteo Historical Weather API
Menofia,2022-01-04,3,19.7,9.8,75,Open-Meteo Historical Weather API
Menofia,2022-01-05,3,20.0,9.1,76,Open-Meteo Historical Weather API
Menofia,2022-01-06,3,20.1,9.2,78,Open-Meteo Historical Weather API
Menofia,2022-01-07,3,18.5,8.6,84,Open-Meteo Historical Weather API
Menofia,2022-01-08,3,21.0,7.3,76,Open-Meteo Historical Weather API
Menofia,2022-01-09,3,17.8,9.6,59,Open-Meteo Historical Weather API
