Governorate,Condition,High Temp (C),Low Temp (C),Date
Kalyoubia,mostly sunny,32.2,15.0,2023-05-02
Kalyoubia,mostly sunny,35.0,17.8,2023-05-03
Kalyoubia,mostly sunny,38.9,18.9,2023-05-04
Kalyoubia,mostly sunny,33.9,22.8,2023-05-05
Kalyoubia,mostly sunny,30.0,17.2,2023-05-06
Kalyoubia,mostly sunny,28.9,16.1,2023-05-07
Kalyoubia,mostly sunny,30.0,17.2,2023-05-08
Kalyoubia,mostly sunny,30.0,16.1,2023-05-09
Kalyoubia,mostly sunny,35.0,17.2,2023-05-10
Kalyoubia,mostly sunny,38.9,21.1,2023-05-11
Kalyoubia,mostly sunny,33.9,21.1,2023-05-12
Kalyoubia,mostly sunny,27.2,17.2,2023-05-13
Kalyoubia,mostly sunny,28.9,16.1,2023-05-14
Kalyoubia,mostly sunny,32.2,16.1,2023-05-15
Kalyoubia,mostly sunny,37.8,17.8,2023-05-16
Kalyoubia,mostly sunny,38.9,21.1,2023-05-17
Kalyoubia,mostly sunny,30.0,18.9,2023-05-18
Kalyoubia,mostly sunny,31.1,17.2,2023-05-19
Kalyoubia,mostly sunny,31.1,17.2,2023-05-20
Kalyoubia,mostly sunny,37.8,20.0,2023-05-21
Kalyoubia,mostly sunny,35.0,23.9,2023-05-22
Kalyoubia,mostly sunny,37.8,22.2,2023-05-23
Kalyoubia,mostly sunny,37.8,22.2,2023-05-24
Kalyoubia,mostly sunny,40.0,22.2,2023-05-25
Kalyoubia,mostly sunny,40.0,26.1,2023-05-26
Kalyoubia,mostly sunny,32.2,25.0,2023-05-27
Kalyoubia,mostly sunny,32.8,22.8,2023-05-28
Kalyoubia,mostly sunny,32.8,21.1,2023-05-29
Kalyoubia,mostly sunny,36.1,22.2,2023-05-30
Kalyoubia,mostly sunny,40.0,22.2,2023-05-31
Kalyoubia,mostly sunny,41.1,26.1,2023-06-01
Kalyoubia,mostly sunny,42.8,30.0,2023-06-02
Kalyoubia,mostly sunny,37.8,28.9,2023-06-03
Kalyoubia,mostly sunny,40.0,27.2,2023-06-04
Kalyoubia,mostly sunny,37.8,22.2,2023-06-05
Kalyoubia,mostly sunny,37.8,22.2,2023-06-06
Kalyoubia,mostly sunny,42.8,23.9,2023-06-07
Kalyoubia,mostly sunny,42.8,30.0,2023-06-08
Kalyoubia,mostly sunny,38.9,30.0,2023-06-09
Kalyoubia,mostly sunny,35.0,23.9,2023-06-10
Kalyoubia,mostly sunny,36.1,22.8,2023-06-11
Kalyoubia,mostly sunny,40.0,25.0,2023-06-12
Kalyoubia,foggy,43.9,27.2,2023-06-13
Kalyoubia,mostly sunny,37.2,22.8,2023-06-14
Kalyoubia,mostly sunny,35.0,22.2,2023-06-15
Kalyoubia,mostly sunny,40.0,22.8,2023-06-16
Kalyoubia,mostly sunny,42.8,27.2,2023-06-17
Kalyoubia,mostly sunny,36.1,25.0,2023-06-18
Kalyoubia,mostly sunny,36.1,22.2,2023-06-19
Kalyoubia,mostly sunny,35.0,22.8,2023-07-01
Kalyoubia,mostly sunny,35.0,22.2,2023-07-02
Kalyoubia,mostly sunny,40.0,22.2,2023-07-03
Kalyoubia,mostly sunny,42.8,26.1,2023-07-04
Kalyoubia,mostly sunny,38.9,25.0,2023-07-05
Kalyoubia,mostly sunny,37.2,23.9,2023-07-06
Kalyoubia,mostly sunny,35.0,25.0,2023-07-07
Kalyoubia,mostly sunny,37.8,23.9,2023-07-08
Kalyoubia,mostly sunny,36.1,22.8,2023-07-09
Kalyoubia,mostly sunny,33.9,22.2,2023-07-10
Kalyoubia,mostly sunny,36.1,22.8,2023-07-11
Kalyoubia,mostly sunny,38.9,23.9,2023-07-12
Kalyoubia,mostly sunny,38.9,23.9,2023-07-13
Kalyoubia,mostly sunny,37.8,22.8,2023-07-14
Kalyoubia,mostly sunny,41.1,25.0,2023-07-15
Kalyoubia,mostly sunny,41.1,23.9,2023-07-16
Kalyoubia,mostly sunny,42.2,26.1,2023-07-17
Kalyoubia,mostly sunny,42.2,27.2,2023-07-18
Kalyoubia,mostly sunny,41.1,26.1,2023-07-19
Kalyoubia,mostly sunny,42.8,26.1,2023-07-20
Kalyoubia,mostly sunny,42.2,27.2,2023-07-21
Kalyoubia,mostly sunny,38.9,23.9,2023-07-22
Kalyoubia,mostly sunny,41.1,25.0,2023-07-23
Kalyoubia,mostly sunny,42.2,27.2,2023-07-24
Kalyoubia,mostly sunny,40.0,26.1,2023-07-25
Kalyoubia,mostly sunny,41.1,26.1,2023-07-26
Kalyoubia,mostly sunny,41.1,27.2,2023-07-27
Kalyoubia,mostly sunny,42.8,27.8,2023-07-28
Kalyoubia,mostly sunny,38.9,27.2,2023-07-29
Kalyoubia,mostly sunny,37.8,22.8,2023-07-30
Kalyoubia,mostly sunny,40.0,22.8,2023-07-31
Kalyoubia,mostly sunny,42.2,25.0,2023-08-01
Kalyoubia,mostly sunny,41.1,26.1,2023-08-02
Kalyoubia,mostly sunny,40.0,27.2,2023-08-03
Kalyoubia,mostly sunny,38.9,25.0,2023-08-04
Kalyoubia,mostly sunny,40.0,23.9,2023-08-05
Kalyoubia,mostly sunny,42.2,27.2,2023-08-06
Kalyoubia,mostly sunny,43.9,27.2,2023-08-07
Kalyoubia,mostly sunny,42.2,26.1,2023-08-08
Kalyoubia,mostly sunny,37.8,25.0,2023-08-09
Kalyoubia,mostly sunny,37.8,23.9,2023-08-10
Kalyoubia,mostly sunny,35.0,22.8,2023-08-11
Kalyoubia,mostly sunny,35.0,21.1,2023-08-12
Kalyoubia,mostly sunny,35.0,22.8,2023-08-13
Kalyoubia,mostly sunny,35.0,23.9,2023-08-14
Kalyoubia,mostly sunny,35.0,23.9,2023-08-15
Kalyoubia,mostly sunny,33.9,22.8,2023-08-16
Kalyoubia,mostly sunny,35.0,22.8,2023-08-17
Kalyoubia,mostly sunny,36.1,22.8,2023-08-18
Kalyoubia,mostly sunny,35.0,22.8,2023-08-19
Kalyoubia,mostly sunny,35.0,22.2,2023-08-20
Kalyoubia,mostly sunny,35.0,22.8,2023-08-21
Kalyoubia,mostly sunny,37.8,23.9,2023-08-22
Kalyoubia,mostly sunny,37.8,23.9,2023-08-23
Kalyoubia,mostly sunny,38.9,23.9,2023-08-24
Kalyoubia,mostly sunny,40.0,22.8,2023-08-25
Kalyoubia,mostly sunny,38.9,25.0,2023-08-26
Kalyoubia,mostly sunny,40.0,26.1,2023-08-27
Kalyoubia,mostly sunny,41.1,27.2,2023-08-28
Kalyoubia,mostly sunny,38.9,25.0,2023-08-29
Kalyoubia,mostly sunny,40.0,23.9,2023-08-30
Kalyoubia,mostly sunny,42.2,22.8,2023-08-31
Kalyoubia,mostly sunny,41.1,25.0,2023-09-01
Kalyoubia,mostly sunny,36.1,23.9,2023-09-02
Kalyoubia,mostly sunny,37.8,22.2,2023-09-03
Kalyoubia,mostly sunny,37.2,22.8,2023-09-04
Kalyoubia,mostly sunny,37.8,22.8,2023-09-05
Kalyoubia,mostly sunny,42.2,23.9,2023-09-06
Kalyoubia,mostly sunny,43.9,27.2,2023-09-07
Kalyoubia,mostly sunny,38.9,32.2,2023-09-08
Kalyoubia,mostly sunny,40.0,25.0,2023-09-09
Kalyoubia,mostly sunny,40.0,25.0,2023-09-10
Kalyoubia,mostly sunny,37.8,23.9,2023-09-11
Kalyoubia,mostly sunny,33.9,23.9,2023-09-12
Kalyoubia,mostly sunny,32.8,25.0,2023-09-13
Kalyoubia,mostly sunny,33.9,22.2,2023-09-14
Kalyoubia,mostly sunny,33.9,22.2,2023-09-15
Kalyoubia,mostly sunny,33.9,21.1,2023-09-16
Kalyoubia,mostly sunny,35.0,20.0,2023-09-17
Kalyoubia,mostly sunny,35.0,20.0,2023-09-18
Kalyoubia,mostly sunny,35.0,21.1,2023-09-19
Kalyoubia,mostly sunny,33.9,22.2,2023-09-20
Kalyoubia,mostly sunny,33.9,22.8,2023-09-21
Kalyoubia,mostly sunny,35.0,22.2,2023-09-22
Kalyoubia,mostly sunny,37.2,22.2,2023-09-23
Kalyoubia,mostly sunny,33.9,22.2,2023-09-24
Kalyoubia,mostly sunny,36.1,22.2,2023-09-25
Kalyoubia,mostly sunny,37.2,21.1,2023-09-26
Kalyoubia,mostly sunny,37.8,22.2,2023-09-27
Kalyoubia,mostly sunny,40.0,22.2,2023-09-28
Kalyoubia,mostly sunny,42.8,25.0,2023-09-29
Kalyoubia,mostly sunny,38.9,22.8,2023-09-30
Kalyoubia,mostly sunny,33.9,22.8,2023-10-01
Kalyoubia,mostly sunny,32.2,22.8,2023-10-02
Kalyoubia,mostly sunny,32.2,21.1,2023-10-03
Kalyoubia,mostly sunny,32.8,18.9,2023-10-04
Kalyoubia,mostly cloudy,32.2,23.9,2023-10-05
Kalyoubia,mostly sunny,32.8,22.2,2023-10-06
Kalyoubia,mostly sunny,31.1,21.1,2023-10-07
Kalyoubia,mostly sunny,32.8,18.9,2023-10-08
Kalyoubia,mostly sunny,31.1,22.8,2023-10-09
Kalyoubia,mostly sunny,31.1,20.0,2023-10-10
Kalyoubia,mostly sunny,31.1,18.9,2023-10-11
Kalyoubia,mostly sunny,31.1,17.2,2023-10-12
Kalyoubia,mostly sunny,30.0,17.8,2023-10-13
Kalyoubia,mostly sunny,30.0,17.8,2023-10-14
Kalyoubia,mostly sunny,31.1,17.8,2023-10-15
Kalyoubia,mostly sunny,30.0,17.2,2023-10-16
Kalyoubia,mostly sunny,28.9,17.2,2023-10-17
Kalyoubia,mostly sunny,28.9,17.2,2023-10-18
Kalyoubia,partly cloudy,30.0,17.8,2023-10-19
Kalyoubia,mostly sunny,32.2,17.8,2023-10-20
Kalyoubia,mostly sunny,32.2,16.1,2023-10-21
Kalyoubia,mostly sunny,32.2,17.2,2023-10-22
Kalyoubia,mostly sunny,32.8,17.2,2023-10-23
Kalyoubia,mostly sunny,32.2,17.2,2023-10-24
Kalyoubia,mostly sunny,31.1,18.9,2023-10-25
Kalyoubia,tornado,26.1,26.1,2023-10-26
Kalyoubia,mostly sunny,32.8,21.1,2023-10-27
Kalyoubia,mostly sunny,32.8,20.0,2023-10-28
Kalyoubia,mostly sunny,32.8,20.0,2023-10-29
Kalyoubia,mostly sunny,32.2,18.9,2023-10-30
Kalyoubia,mostly sunny,31.1,18.9,2023-10-31
Kalyoubia,mostly sunny,30.0,18.9,2023-11-01
Kalyoubia,mostly sunny,30.0,17.8,2023-11-02
Kalyoubia,mostly sunny,32.8,18.9,2023-11-03
Kalyoubia,mostly sunny,35.0,17.8,2023-11-04
Kalyoubia,mostly sunny,33.9,17.8,2023-11-05
Kalyoubia,mostly sunny,32.2,17.8,2023-11-06
Kalyoubia,mostly sunny,32.8,17.2,2023-11-07
Kalyoubia,mostly sunny,32.8,17.2,2023-11-08
Kalyoubia,mostly sunny,32.2,17.2,2023-11-09
Kalyoubia,mostly sunny,32.2,17.8,2023-11-10
Kalyoubia,mostly sunny,35.0,18.9,2023-11-11
Kalyoubia,mostly sunny,32.2,22.2,2023-11-12
Kalyoubia,mostly sunny,31.1,17.8,2023-11-13
Kalyoubia,mostly sunny,30.0,17.8,2023-11-14
Kalyoubia,mostly sunny,25.0,15.0,2023-11-15
Kalyoubia,mostly sunny,26.1,13.9,2023-11-16
Kalyoubia,mostly sunny,26.1,13.9,2023-11-17
Kalyoubia,mostly sunny,27.2,15.0,2023-11-18
Kalyoubia,mostly sunny,25.0,15.0,2023-11-19
Kalyoubia,mostly sunny,22.8,12.2,2023-11-20
Kalyoubia,mostly sunny,23.9,11.1,2023-11-21
Kalyoubia,mostly cloudy,26.1,11.1,2023-11-22
Kalyoubia,mostly sunny,26.1,12.2,2023-11-23
Kalyoubia,mostly sunny,25.0,11.1,2023-11-24
Kalyoubia,mostly sunny,30.0,11.1,2023-11-25
Kalyoubia,mostly sunny,27.8,15.0,2023-11-26
Kalyoubia,mostly sunny,22.2,12.2,2023-11-27
Kalyoubia,mostly sunny,21.1,11.1,2023-11-28
Kalyoubia,mostly sunny,23.9,10.0,2023-11-29
Kalyoubia,mostly sunny,23.9,8.9,2023-11-30
Kalyoubia,mostly sunny,22.8,8.9,2023-12-01
Kalyoubia,foggy,23.9,11.1,2023-12-02
Kalyoubia,mostly sunny,25.0,11.1,2023-12-03
Kalyoubia,mostly sunny,26.1,10.0,2023-12-04
Kalyoubia,mostly sunny,25.0,11.1,2023-12-05
Kalyoubia,mostly sunny,22.8,11.1,2023-12-06
Kalyoubia,mostly sunny,22.8,8.9,2023-12-07
Kalyoubia,mostly sunny,22.2,8.9,2023-12-08
Kalyoubia,mostly sunny,23.9,8.9,2023-12-09
Kalyoubia,mostly sunny,26.1,8.9,2023-12-10
Kalyoubia,mostly sunny,25.0,8.9,2023-12-11
Kalyoubia,mostly sunny,21.1,10.0,2023-12-12
Kalyoubia,mostly sunny,22.8,8.9,2023-12-13
Kalyoubia,mostly sunny,22.8,10.0,2023-12-14
Kalyoubia,mostly sunny,26.1,11.1,2023-12-15
Kalyoubia,mostly sunny,27.8,11.1,2023-12-16
Kalyoubia,mostly sunny,26.1,12.8,2023-12-17
Kalyoubia,mostly sunny,22.8,12.2,2023-12-18
Kalyoubia,mostly sunny,22.8,11.1,2023-12-19
Kalyoubia,mostly sunny,22.8,8.9,2023-12-20
Kalyoubia,mostly sunny,22.8,8.9,2023-12-21
Kalyoubia,mostly sunny,22.2,7.8,2023-12-22
Kalyoubia,mostly sunny,21.1,8.9,2023-12-23
Kalyoubia,mostly sunny,21.1,8.9,2023-12-24
Kalyoubia,mostly sunny,22.2,15.0,2023-12-25
Kalyoubia,mostly sunny,21.1,11.1,2023-12-26
Kalyoubia,foggy,20.0,10.0,2023-12-27
Kalyoubia,mostly sunny,21.1,8.9,2023-12-28
Kalyoubia,foggy,22.2,12.2,2023-12-29
Kalyoubia,foggy,21.1,11.1,2023-12-30
Kalyoubia,mostly sunny,21.1,10.0,2023-12-31
Kalyoubia,mostly sunny,21.1,7.8,2024-01-01
Kalyoubia,mostly sunny,20.0,8.9,2024-01-02
Kalyoubia,mostly sunny,22.2,8.9,2024-01-03
Kalyoubia,mostly sunny,21.1,8.9,2024-01-04
Kalyoubia,mostly sunny,20.0,7.8,2024-01-05
Kalyoubia,mostly sunny,21.1,7.8,2024-01-06
Kalyoubia,mostly sunny,25.0,7.8,2024-01-07
Kalyoubia,mostly sunny,23.9,7.8,2024-01-08
Kalyoubia,mostly sunny,21.1,8.9,2024-01-09
Kalyoubia,mostly sunny,18.9,7.2,2024-01-10
Kalyoubia,mostly sunny,17.8,7.2,2024-01-11
Kalyoubia,mostly sunny,20.0,6.1,2024-01-12
Kalyoubia,mostly sunny,22.2,6.1,2024-01-13
Kalyoubia,mostly sunny,21.1,7.2,2024-01-14
Kalyoubia,mostly sunny,20.0,6.1,2024-01-15
Kalyoubia,mostly sunny,18.9,6.1,2024-01-16
Kalyoubia,mostly sunny,18.9,6.1,2024-01-17
Kalyoubia,mostly sunny,22.2,7.2,2024-01-18
Kalyoubia,mostly sunny,22.2,7.8,2024-01-19
Kalyoubia,mostly sunny,22.8,7.8,2024-01-20
Kalyoubia,mostly sunny,26.1,7.8,2024-01-21
Kalyoubia,mostly sunny,22.8,10.0,2024-01-22
Kalyoubia,mostly sunny,17.8,10.0,2024-01-23
Kalyoubia,mostly sunny,17.2,7.2,2024-01-24
Kalyoubia,partly cloudy,17.8,6.1,2024-01-25
Kalyoubia,mostly sunny,18.9,6.1,2024-01-26
Kalyoubia,mostly sunny,21.1,10.0,2024-01-27
Kalyoubia,mostly sunny,18.9,7.2,2024-01-28
Kalyoubia,mostly sunny,20.0,7.2,2024-01-29
Kalyoubia,mostly sunny,16.1,5.0,2024-01-30
Kalyoubia,mostly sunny,16.1,5.0,2024-01-31
Kalyoubia,mostly sunny,16.1,5.0,2024-02-01
Kalyoubia,mostly sunny,16.1,5.0,2024-02-02
Kalyoubia,mostly sunny,17.8,5.0,2024-02-03
Kalyoubia,mostly sunny,17.8,3.9,2024-02-04
Kalyoubia,mostly sunny,17.8,7.2,2024-02-05
Kalyoubia,mostly sunny,20.0,5.0,2024-02-06
Kalyoubia,mostly sunny,22.8,7.8,2024-02-07
Kalyoubia,mostly sunny,22.2,7.2,2024-02-08
Kalyoubia,mostly sunny,22.2,7.8,2024-02-09
Kalyoubia,mostly sunny,21.1,7.8,2024-02-10
Kalyoubia,mostly sunny,23.9,7.2,2024-02-11
Kalyoubia,mostly sunny,26.1,8.9,2024-02-12
Kalyoubia,mostly sunny,25.0,11.1,2024-02-13
Kalyoubia,mostly sunny,22.8,11.1,2024-02-14
Kalyoubia,mostly sunny,21.1,10.0,2024-02-15
Kalyoubia,mostly sunny,20.0,7.8,2024-02-16
Kalyoubia,mostly sunny,20.0,7.2,2024-02-17
Kalyoubia,mostly sunny,21.1,7.2,2024-02-18
Kalyoubia,mostly sunny,18.9,7.8,2024-02-19
Kalyoubia,mostly sunny,18.9,7.8,2024-02-20
Kalyoubia,mostly sunny,22.8,7.8,2024-02-21
Kalyoubia,mostly sunny,21.1,7.8,2024-02-22
Kalyoubia,mostly sunny,17.8,12.8,2024-02-23
Kalyoubia,mostly sunny,25.0,12.8,2024-02-24
Kalyoubia,mostly sunny,25.0,8.9,2024-02-25
Kalyoubia,mostly sunny,27.2,8.9,2024-02-26
Kalyoubia,mostly sunny,22.8,10.0,2024-02-27
Kalyoubia,mostly sunny,23.9,-17.8,2024-02-28
Kalyoubia,mostly sunny,27.8,10.0,2024-02-29
Kalyoubia,mostly sunny,30.0,12.8,2024-03-01
Kalyoubia,mostly sunny,23.9,10.0,2024-03-02
Kalyoubia,mostly sunny,22.8,11.1,2024-03-03
Kalyoubia,mostly sunny,25.0,11.1,2024-03-04
Kalyoubia,mostly sunny,26.1,11.1,2024-03-05
Kalyoubia,mostly sunny,25.0,12.2,2024-03-06
Kalyoubia,mostly sunny,22.8,10.0,2024-03-07
Kalyoubia,mostly sunny,25.0,10.0,2024-03-08
Kalyoubia,mostly sunny,28.9,12.2,2024-03-09
Kalyoubia,mostly sunny,27.2,12.2,2024-03-10
Kalyoubia,mostly sunny,27.2,10.0,2024-03-11
Kalyoubia,mostly sunny,28.9,10.0,2024-03-12
Kalyoubia,mostly sunny,27.8,11.1,2024-03-13
Kalyoubia,mostly sunny,27.8,16.1,2024-03-14
Kalyoubia,mostly sunny,26.1,12.2,2024-03-15
Kalyoubia,mostly sunny,31.1,11.1,2024-03-16
Kalyoubia,partly cloudy,33.9,17.8,2024-03-17
Kalyoubia,mostly sunny,22.8,12.8,2024-03-18
Kalyoubia,mostly sunny,22.2,10.0,2024-03-19
Kalyoubia,mostly sunny,26.1,10.0,2024-03-20
Kalyoubia,mostly sunny,30.0,12.8,2024-03-21
Kalyoubia,mostly sunny,22.2,11.1,2024-03-22
Kalyoubia,mostly sunny,22.8,8.9,2024-03-23
Kalyoubia,mostly sunny,22.2,11.1,2024-03-24
Kalyoubia,mostly sunny,22.2,8.9,2024-03-25
Kalyoubia,mostly sunny,27.2,8.9,2024-03-26
Kalyoubia,mostly sunny,32.2,13.9,2024-03-27
Kalyoubia,mostly sunny,33.9,15.0,2024-03-28
Kalyoubia,mostly sunny,27.8,18.9,2024-03-29
Kalyoubia,mostly sunny,30.0,15.0,2024-03-30
Kalyoubia,mostly sunny,32.8,16.1,2024-03-31
Kalyoubia,mostly sunny,33.9,17.8,2024-04-01
Kalyoubia,mostly sunny,32.8,18.9,2024-04-02
Kalyoubia,mostly sunny,33.9,17.2,2024-04-03
Kalyoubia,mostly sunny,35.0,17.8,2024-04-04
Kalyoubia,mostly sunny,32.8,18.9,2024-04-05
Kalyoubia,mostly sunny,28.9,13.9,2024-04-06
Kalyoubia,mostly sunny,26.1,12.2,2024-04-07
Kalyoubia,mostly sunny,28.9,13.9,2024-04-08
Kalyoubia,mostly sunny,26.1,13.9,2024-04-09
Kalyoubia,mostly sunny,27.2,13.9,2024-04-10
Kalyoubia,mostly sunny,27.8,13.9,2024-04-11
Kalyoubia,mostly sunny,30.0,17.2,2024-04-12
Kalyoubia,mostly sunny,30.0,15.0,2024-04-13
Kalyoubia,mostly sunny,28.9,15.0,2024-04-14
Kalyoubia,mostly sunny,28.9,16.1,2024-04-15
Kalyoubia,mostly sunny,32.8,17.2,2024-04-16
Kalyoubia,mostly sunny,36.1,17.8,2024-04-17
Kalyoubia,foggy,32.2,22.2,2024-04-18
Kalyoubia,mostly sunny,31.1,18.9,2024-04-19
Kalyoubia,mostly sunny,32.8,16.1,2024-04-20
Kalyoubia,mostly sunny,33.9,17.8,2024-04-21
Kalyoubia,mostly sunny,37.2,17.2,2024-04-22
Kalyoubia,mostly sunny,40.0,21.1,2024-04-23
Kalyoubia,mostly sunny,41.1,21.1,2024-04-24
Kalyoubia,mostly sunny,41.1,22.2,2024-04-25
Kalyoubia,mostly sunny,28.9,20.0,2024-04-26
Kalyoubia,mostly sunny,31.1,16.1,2024-04-27
Kalyoubia,mostly sunny,28.9,16.1,2024-04-28
Kalyoubia,mostly sunny,31.1,16.1,2024-04-29
Kalyoubia,mostly sunny,31.1,16.1,2024-04-30
Kalyoubia,mostly sunny,30.0,16.1,2024-05-01
Kalyoubia,mostly sunny,32.2,18.9,2024-05-02
Kalyoubia,mostly sunny,37.2,18.9,2024-05-03
Kalyoubia,tornado,28.9,18.9,2024-05-04
Kalyoubia,mostly sunny,32.8,23.9,2024-05-05
Kalyoubia,mostly sunny,28.9,16.1,2024-05-06
Kalyoubia,mostly sunny,28.9,16.1,2024-05-07
Kalyoubia,mostly sunny,32.8,15.0,2024-05-08
Kalyoubia,mostly sunny,37.8,21.1,2024-05-09
Kalyoubia,mostly sunny,38.9,22.8,2024-05-10
Kalyoubia,mostly sunny,32.8,22.2,2024-05-11
Kalyoubia,mostly sunny,31.1,20.0,2024-05-12
Kalyoubia,mostly sunny,30.0,17.2,2024-05-13
Kalyoubia,mostly sunny,28.9,16.1,2024-05-14
Kalyoubia,mostly sunny,30.0,17.8,2024-05-15
Kalyoubia,mostly sunny,33.9,17.8,2024-05-16
Kalyoubia,mostly sunny,41.1,20.0,2024-05-17
Kalyoubia,mostly sunny,42.8,25.0,2024-05-18
Kalyoubia,mostly sunny,42.8,27.2,2024-05-19
Kalyoubia,mostly sunny,42.2,25.0,2024-05-20
Kalyoubia,mostly sunny,42.8,25.0,2024-05-21
Kalyoubia,mostly sunny,42.2,26.1,2024-05-22
Kalyoubia,mostly sunny,42.8,26.1,2024-05-23
Kalyoubia,mostly sunny,37.8,26.1,2024-05-24
Kalyoubia,mostly sunny,33.9,20.0,2024-05-25
Kalyoubia,mostly sunny,37.2,20.0,2024-05-26
Kalyoubia,mostly sunny,41.1,26.1,2024-05-27
Kalyoubia,mostly sunny,32.8,22.8,2024-05-28
Kalyoubia,mostly sunny,32.8,18.9,2024-05-29
Kalyoubia,mostly sunny,33.9,18.9,2024-05-30
Kalyoubia,mostly sunny,36.1,20.0,2024-05-31
Kalyoubia,mostly sunny,38.9,22.2,2024-06-01
Kalyoubia,mostly sunny,38.9,25.0,2024-06-02
Kalyoubia,mostly sunny,37.8,22.2,2024-06-03
Kalyoubia,mostly sunny,38.9,22.8,2024-06-04
Kalyoubia,mostly sunny,41.1,22.8,2024-06-05
Kalyoubia,mostly sunny,42.8,27.8,2024-06-06
Kalyoubia,mostly sunny,43.9,26.1,2024-06-07
Kalyoubia,mostly sunny,42.2,26.1,2024-06-08
Kalyoubia,mostly sunny,37.2,25.0,2024-06-09
Kalyoubia,mostly sunny,37.8,22.8,2024-06-10
Kalyoubia,mostly sunny,37.8,23.9,2024-06-11
Kalyoubia,mostly sunny,38.9,22.8,2024-06-12
Kalyoubia,mostly sunny,41.1,23.9,2024-06-13
Kalyoubia,mostly sunny,46.1,25.0,2024-06-14
Kalyoubia,mostly sunny,47.2,27.8,2024-06-15
Kalyoubia,mostly sunny,42.8,28.9,2024-06-16
Kalyoubia,mostly sunny,40.0,27.2,2024-06-17
Kalyoubia,mostly sunny,37.8,23.9,2024-06-18
Kalyoubia,mostly sunny,32.2,22.8,2024-06-19
Kalyoubia,mostly sunny,37.2,26.1,2024-07-01
Kalyoubia,mostly sunny,37.8,-17.8,2024-07-02
Kalyoubia,mostly sunny,40.0,-17.8,2024-07-03
Kalyoubia,mostly sunny,42.2,25.0,2024-07-04
Kalyoubia,mostly sunny,41.1,27.8,2024-07-05
Kalyoubia,mostly sunny,37.2,26.1,2024-07-06
Kalyoubia,mostly sunny,37.2,25.0,2024-07-07
Kalyoubia,mostly sunny,37.2,27.2,2024-07-08
Kalyoubia,mostly sunny,38.9,25.0,2024-07-09
Kalyoubia,mostly sunny,40.0,27.2,2024-07-10
Kalyoubia,mostly sunny,43.9,28.9,2024-07-11
Kalyoubia,mostly sunny,43.9,28.9,2024-07-12
Kalyoubia,mostly sunny,41.1,28.9,2024-07-13
Kalyoubia,mostly sunny,40.0,27.8,2024-07-14
Kalyoubia,mostly sunny,38.9,27.2,2024-07-15
Kalyoubia,mostly sunny,41.1,26.1,2024-07-16
Kalyoubia,mostly sunny,41.1,23.9,2024-07-17
Kalyoubia,mostly sunny,40.0,26.1,2024-07-18
Kalyoubia,mostly sunny,38.9,26.1,2024-07-19
Kalyoubia,mostly sunny,40.0,27.2,2024-07-20
Kalyoubia,mostly sunny,42.2,27.2,2024-07-21
Kalyoubia,mostly sunny,42.8,27.8,2024-07-22
Kalyoubia,mostly sunny,42.2,27.8,2024-07-23
Kalyoubia,mostly sunny,42.2,27.2,2024-07-24
Kalyoubia,mostly sunny,42.8,27.2,2024-07-25
Kalyoubia,mostly sunny,37.8,27.8,2024-07-26
Kalyoubia,mostly sunny,37.2,25.0,2024-07-27
Kalyoubia,mostly sunny,37.8,26.1,2024-07-28
Kalyoubia,mostly sunny,38.9,26.1,2024-07-29
Kalyoubia,mostly sunny,37.8,26.1,2024-07-30
Kalyoubia,mostly sunny,38.9,26.1,2024-07-31
Kalyoubia,mostly sunny,41.1,27.2,2024-08-01
Kalyoubia,mostly sunny,41.1,27.2,2024-08-02
Kalyoubia,mostly sunny,40.0,27.2,2024-08-03
Kalyoubia,mostly sunny,40.0,26.1,2024-08-04
Kalyoubia,mostly sunny,38.9,26.1,2024-08-05
Kalyoubia,mostly sunny,40.0,26.1,2024-08-06
Kalyoubia,mostly sunny,38.9,26.1,2024-08-07
Kalyoubia,mostly sunny,41.1,26.1,2024-08-08
Kalyoubia,mostly sunny,41.1,27.2,2024-08-09
Kalyoubia,mostly sunny,41.1,27.8,2024-08-10
Kalyoubia,mostly sunny,38.9,27.8,2024-08-11
Kalyoubia,mostly sunny,37.8,27.8,2024-08-12
Kalyoubia,mostly sunny,38.9,27.8,2024-08-13
Kalyoubia,mostly sunny,37.8,27.2,2024-08-14
Kalyoubia,mostly sunny,38.9,26.1,2024-08-15
Kalyoubia,mostly sunny,37.2,26.1,2024-08-16
Kalyoubia,mostly sunny,38.9,25.0,2024-08-17
Kalyoubia,mostly sunny,38.9,25.0,2024-08-18
Kalyoubia,mostly sunny,40.0,25.0,2024-08-19
Kalyoubia,mostly sunny,40.0,26.1,2024-08-20
Kalyoubia,mostly sunny,38.9,25.0,2024-08-21
Kalyoubia,mostly sunny,40.0,26.1,2024-08-22
Kalyoubia,mostly sunny,38.9,26.1,2024-08-23
Kalyoubia,mostly sunny,37.2,27.2,2024-08-24
Kalyoubia,mostly sunny,38.9,26.1,2024-08-25
Kalyoubia,mostly sunny,41.1,27.2,2024-08-26
Kalyoubia,mostly sunny,40.0,28.9,2024-08-27
Kalyoubia,mostly sunny,38.9,27.8,2024-08-28
Kalyoubia,mostly sunny,37.8,26.1,2024-08-29
Kalyoubia,mostly sunny,38.9,26.1,2024-08-30
Kalyoubia,mostly sunny,37.8,26.1,2024-08-31
